Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
43590921;1000873167206961300;63741746124474;(-0.170, -0.113, -0.288);(359.600, 24.675, 15.741);VALID;-0.232766434550285, 0.140811368823051, 0.962284743785858;0, 0, 0;VALID;-0.221362665295601, 0.154510393738747, 0.962873339653015;-0.0330438502132893, 0, 0;0.133742243051529;VALID;-0.244096174836159, 0.127067551016808, 0.96139007806778;0.0330438502132893, 0, 0;0.149319157004356;2;0
43590922;1000873167216936000;63741746124491;(-0.173, -0.113, -0.288);(359.426, 23.773, 16.288);VALID;-0.223163232207298, 0.138165429234505, 0.964939653873444;0, 0, 0;VALID;-0.213274016976357, 0.150638669729233, 0.965309381484985;-0.0330438502132893, 0, 0;0.13349537551403;VALID;-0.232995882630348, 0.12565715610981, 0.964325249195099;0.0330438502132893, 0, 0;0.149030983448029;2;0
43590923;1000873167226962600;63741746124507;(-0.176, -0.114, -0.289);(359.317, 22.944, 16.839);VALID;-0.212987378239632, 0.135505884885788, 0.96761280298233;0, 0, 0;VALID;-0.204751059412956, 0.146490499377251, 0.967790007591248;-0.0330438502132893, 0, 0;0.132797002792358;VALID;-0.22118353843689, 0.124495714902878, 0.967253148555756;0.0330438502132893, 0, 0;0.14862434566021;2;0
43590924;1000873167237066200;63741746124507;(-0.176, -0.114, -0.289);(359.317, 22.944, 16.839);VALID;-0.202210977673531, 0.132942140102386, 0.970276832580566;0, 0, 0;VALID;-0.196478188037872, 0.142326474189758, 0.970123469829559;-0.0330438502132893, 0, 0;0.132920145988464;VALID;-0.207919299602509, 0.123541705310345, 0.970312833786011;0.0330438502132893, 0, 0;0.146767809987068;2;0
43590925;1000873167247097600;63741746124524;(-0.179, -0.115, -0.289);(359.256, 22.127, 17.425);VALID;-0.193526938557625, 0.130515113472939, 0.972374975681305;0, 0, 0;VALID;-0.187440633773804, 0.138078391551971, 0.972522675991058;-0.0330438502132893, 0, 0;0.131872743368149;VALID;-0.199595004320145, 0.122939519584179, 0.972135663032532;0.0330438502132893, 0, 0;0.147486224770546;2;0
43590926;1000873167257120900;63741746124524;(-0.179, -0.115, -0.289);(359.256, 22.127, 17.425);VALID;-0.183137327432632, 0.128072381019592, 0.974709272384644;0, 0, 0;VALID;-0.178175002336502, 0.133910819888115, 0.974844396114349;-0.0330438502132893, 0, 0;0.131766110658646;VALID;-0.188088893890381, 0.122226431965828, 0.974516928195953;0.0330438502132893, 0, 0;0.146669685840607;2;0
43590927;1000873167267099300;63741746124540;(-0.181, -0.115, -0.290);(359.269, 21.399, 17.931);VALID;-0.171841412782669, 0.124142877757549, 0.977271258831024;0, 0, 0;VALID;-0.163654416799545, 0.127724841237068, 0.978214502334595;-0.0330438502132893, 0, 0;0.130286976695061;VALID;-0.180014550685883, 0.120550900697708, 0.976249039173126;0.0330438502132893, 0, 0;0.144169896841049;2;0
43590928;1000873167277085500;63741746124558;(-0.184, -0.116, -0.290);(359.287, 20.687, 18.409);VALID;-0.161270081996918, 0.121246062219143, 0.979434192180634;0, 0, 0;VALID;-0.153397604823112, 0.124297924339771, 0.980315864086151;-0.0330438502132893, 0, 0;0.128644824028015;VALID;-0.169130951166153, 0.118185460567474, 0.978481948375702;0.0330438502132893, 0, 0;0.141819655895233;2;0
43590929;1000873167287134800;63741746124558;(-0.184, -0.116, -0.290);(359.287, 20.687, 18.409);VALID;-0.1520916223526, 0.117406971752644, 0.98136830329895;0, 0, 0;VALID;-0.142135038971901, 0.119961962103844, 0.982551157474518;-0.0330438502132893, 0, 0;0.128746405243874;VALID;-0.162031933665276, 0.114839404821396, 0.980080366134644;0.0330438502132893, 0, 0;0.143639624118805;2;0
43590930;1000873167297216900;63741746124574;(-0.186, -0.117, -0.291);(359.282, 20.071, 18.807);VALID;-0.144148662686348, 0.114063143730164, 0.982960224151611;0, 0, 0;VALID;-0.133293196558952, 0.116743505001068, 0.984176754951477;-0.0330438502132893, 0, 0;0.129059717059135;VALID;-0.154985889792442, 0.111368358135223, 0.981619298458099;0.0330438502132893, 0, 0;0.143423825502396;2;0
43590931;1000873167307194100;63741746124574;(-0.186, -0.117, -0.291);(359.282, 20.071, 18.807);VALID;-0.136710330843925, 0.110544323921204, 0.984423816204071;0, 0, 0;VALID;-0.125212013721466, 0.11336949467659, 0.98563140630722;-0.0330438502132893, 0, 0;0.128089934587479;VALID;-0.148189291357994, 0.107703499495983, 0.983076751232147;0.0330438502132893, 0, 0;0.143589615821838;2;0
43590932;1000873167317187200;63741746124591;(-0.188, -0.117, -0.291);(359.320, 19.509, 19.232);VALID;-0.129662245512009, 0.10812558978796, 0.985645234584808;0, 0, 0;VALID;-0.118847168982029, 0.11164728552103, 0.986615538597107;-0.0330438502132893, 0, 0;0.128354340791702;VALID;-0.140460416674614, 0.104589805006981, 0.984546542167664;0.0330438502132893, 0, 0;0.143295139074326;2;0
43590933;1000873167327216100;63741746124608;(-0.190, -0.118, -0.291);(359.369, 18.969, 19.656);VALID;-0.122897811233997, 0.105493612587452, 0.986796438694;0, 0, 0;VALID;-0.11278623342514, 0.108811691403389, 0.987643301486969;-0.0330438502132893, 0, 0;0.128946483135223;VALID;-0.132995381951332, 0.102163501083851, 0.98583710193634;0.0330438502132893, 0, 0;0.143280267715454;2;0
43590934;1000873167337225500;63741746124608;(-0.190, -0.118, -0.291);(359.369, 18.969, 19.656);VALID;-0.116451218724251, 0.103256314992905, 0.987814366817474;0, 0, 0;VALID;-0.106606148183346, 0.106958724558353, 0.988531708717346;-0.0330438502132893, 0, 0;0.128876537084579;VALID;-0.126283347606659, 0.099542424082756, 0.986987233161926;0.0330438502132893, 0, 0;0.14254567027092;2;0
43590935;1000873167347245100;63741746124624;(-0.192, -0.118, -0.292);(359.376, 18.514, 19.975);VALID;-0.109220027923584, 0.101336695253849, 0.988838613033295;0, 0, 0;VALID;-0.0996251180768013, 0.105025492608547, 0.989466786384583;-0.0330438502132893, 0, 0;0.129179581999779;VALID;-0.118803344666958, 0.0976371467113495, 0.988105654716492;0.0330438502132893, 0, 0;0.142357707023621;2;0
43590936;1000873167357354800;63741746124624;(-0.192, -0.118, -0.292);(359.376, 18.514, 19.975);VALID;-0.102119311690331, 0.0994199514389038, 0.989791572093964;0, 0, 0;VALID;-0.0935933515429497, 0.102673441171646, 0.990302205085754;-0.0330438502132893, 0, 0;0.129050716757774;VALID;-0.110636740922928, 0.0961581543087959, 0.989198207855225;0.0330438502132893, 0, 0;0.141352191567421;2;0
43590937;1000873167367358400;63741746124640;(-0.194, -0.118, -0.292);(359.336, 18.086, 20.287);VALID;-0.09711754322052, 0.0982921048998833, 0.990407407283783;0, 0, 0;VALID;-0.0911727324128151, 0.10160643607378, 0.990638017654419;-0.0330438502132893, 0, 0;0.128373488783836;VALID;-0.103057846426964, 0.0949732139706612, 0.99013090133667;0.0330438502132893, 0, 0;0.142112836241722;2;0
43590938;1000873167377356900;63741746124658;(-0.196, -0.119, -0.292);(359.217, 17.650, 20.638);VALID;-0.104836367070675, 0.102653026580811, 0.989177286624908;0, 0, 0;VALID;-0.0995679721236229, 0.106464296579361, 0.98931872844696;-0.0330438502132893, 0, 0;0.127582922577858;VALID;-0.110100336372852, 0.0988374054431915, 0.988994002342224;0.0330438502132893, 0, 0;0.140221357345581;2;0
43590939;1000873167387339900;63741746124658;(-0.196, -0.119, -0.292);(359.217, 17.650, 20.638);VALID;-0.110616154968739, 0.108971260488033, 0.987871110439301;0, 0, 0;VALID;-0.10433155298233, 0.111882776021957, 0.988229334354401;-0.0330438502132893, 0, 0;0.129055246710777;VALID;-0.116895437240601, 0.106054499745369, 0.987465381622314;0.0330438502132893, 0, 0;0.141809195280075;2;0
43590940;1000873167397342000;63741746124674;(-0.198, -0.119, -0.292);(359.106, 17.223, 21.007);VALID;-0.112366519868374, 0.126760974526405, 0.985548257827759;0, 0, 0;VALID;-0.105575509369373, 0.128230422735214, 0.986108899116516;-0.0330438502132893, 0, 0;0.128114461898804;VALID;-0.119152069091797, 0.125285342335701, 0.984939754009247;0.0330438502132893, 0, 0;0.140364676713943;2;0
43590941;1000873167407409900;63741746124674;(-0.198, -0.119, -0.292);(359.106, 17.223, 21.007);VALID;-0.112797409296036, 0.149425119161606, 0.982318103313446;0, 0, 0;VALID;-0.105411030352116, 0.149715602397919, 0.983093976974487;-0.0330438502132893, 0, 0;0.127407357096672;VALID;-0.120177552103996, 0.149126380681992, 0.981487989425659;0.0330438502132893, 0, 0;0.137161508202553;2;0
43590942;1000873167417401700;63741746124691;(-0.200, -0.119, -0.293);(358.991, 16.850, 21.311);VALID;-0.112673915922642, 0.166656613349915, 0.979556083679199;0, 0, 0;VALID;-0.105048954486847, 0.167651206254959, 0.980233550071716;-0.0330438502132893, 0, 0;0.128343403339386;VALID;-0.120292171835899, 0.165652096271515, 0.978820323944092;0.0330438502132893, 0, 0;0.139293819665909;2;0
43590943;1000873167427495000;63741746124709;(-0.201, -0.119, -0.293);(358.835, 16.501, 21.610);VALID;-0.111421540379524, 0.178804397583008, 0.977555215358734;0, 0, 0;VALID;-0.104320742189884, 0.179751828312874, 0.978164851665497;-0.0330438502132893, 0, 0;0.128619939088821;VALID;-0.118516579270363, 0.177847743034363, 0.976895093917847;0.0330438502132893, 0, 0;0.135026201605797;2;0
43590944;1000873167437502700;63741746124709;(-0.201, -0.119, -0.293);(358.835, 16.501, 21.610);VALID;-0.109745770692825, 0.187174662947655, 0.976176977157593;0, 0, 0;VALID;-0.102970659732819, 0.187155514955521, 0.976918578147888;-0.0330438502132893, 0, 0;0.128547668457031;VALID;-0.116515785455704, 0.187185123562813, 0.975390076637268;0.0330438502132893, 0, 0;0.135138720273972;2;0
43590945;1000873167447497600;63741746124723;(-0.202, -0.120, -0.293);(358.700, 16.221, 21.887);VALID;-0.108020700514317, 0.1899094581604, 0.975841164588928;0, 0, 0;VALID;-0.101313918828964, 0.190768912434578, 0.976392686367035;-0.0330438502132893, 0, 0;0.128950923681259;VALID;-0.11472250521183, 0.189041256904602, 0.975244641304016;0.0330438502132893, 0, 0;0.134661555290222;2;0
43590946;1000873167458603800;63741746124755;(-0.206, -0.120, -0.293);(358.373, 15.478, 22.695);VALID;-0.105875492095947, 0.190385714173317, 0.975983440876007;0, 0, 0;VALID;-0.0990873724222183, 0.191451579332352, 0.976487576961517;-0.0330438502132893, 0, 0;0.128338828682899;VALID;-0.112658582627773, 0.189310804009438, 0.975432991981506;0.0330438502132893, 0, 0;0.137140706181526;2;0
43590947;1000873167469492300;63741746124755;(-0.206, -0.120, -0.293);(358.373, 15.478, 22.695);VALID;-0.103008270263672, 0.191906303167343, 0.975992441177368;0, 0, 0;VALID;-0.0962792783975601, 0.192384332418442, 0.976585149765015;-0.0330438502132893, 0, 0;0.127867728471756;VALID;-0.109732538461685, 0.191419452428818, 0.975354969501495;0.0330438502132893, 0, 0;0.13664036989212;2;0
43590948;1000873167478938500;63741746124755;(-0.206, -0.120, -0.293);(358.373, 15.478, 22.695);VALID;-0.0999053344130516, 0.191512137651443, 0.976392328739166;0, 0, 0;VALID;-0.0929505228996277, 0.191666901111603, 0.977048635482788;-0.0330438502132893, 0, 0;0.128476351499558;VALID;-0.106855265796185, 0.191348016262054, 0.975688397884369;0.0330438502132893, 0, 0;0.137624323368073;2;0
43590949;1000873167490366800;63741746124785;(-0.209, -0.120, -0.292);(357.975, 15.026, 23.382);VALID;-0.0962011143565178, 0.19050458073616, 0.976961255073547;0, 0, 0;VALID;-0.0890193656086922, 0.190035492181778, 0.977733135223389;-0.0330438502132893, 0, 0;0.128955662250519;VALID;-0.10337782651186, 0.190963685512543, 0.976138234138489;0.0330438502132893, 0, 0;0.136926367878914;2;0
43590950;1000873167497642300;63741746124785;(-0.209, -0.120, -0.292);(357.975, 15.026, 23.382);VALID;-0.0926719456911087, 0.189570084214211, 0.977484047412872;0, 0, 0;VALID;-0.0861510634422302, 0.189290300011635, 0.978134512901306;-0.0330438502132893, 0, 0;0.128325551748276;VALID;-0.0991888418793678, 0.189841717481613, 0.976791560649872;0.0330438502132893, 0, 0;0.135737150907516;2;0
43590951;1000873167509023100;63741746124785;(-0.209, -0.120, -0.292);(357.975, 15.026, 23.382);VALID;-0.0902976021170616, 0.188068047165871, 0.977996289730072;0, 0, 0;VALID;-0.0836960077285767, 0.187971621751785, 0.97860187292099;-0.0330438502132893, 0, 0;0.128764554858208;VALID;-0.0968952253460884, 0.188156217336655, 0.977347731590271;0.0330438502132893, 0, 0;0.135994419455528;2;0
43590952;1000873167518733700;63741746124785;(-0.209, -0.120, -0.292);(357.975, 15.026, 23.382);VALID;-0.0874745026230812, 0.186654955148697, 0.978523433208466;0, 0, 0;VALID;-0.0800393894314766, 0.186453312635422, 0.979198038578033;-0.0330438502132893, 0, 0;0.128278657793999;VALID;-0.0949047282338142, 0.186846196651459, 0.977794229984283;0.0330438502132893, 0, 0;0.137702524662018;2;0
43590953;1000873167527594000;63741746124802;(-0.211, -0.120, -0.292);(357.787, 14.785, 23.877);VALID;-0.0846038088202477, 0.185451552271843, 0.979004561901093;0, 0, 0;VALID;-0.0769383907318115, 0.185225024819374, 0.979679644107819;-0.0330438502132893, 0, 0;0.12860082089901;VALID;-0.092264212667942, 0.185667097568512, 0.978271484375;0.0330438502132893, 0, 0;0.138075768947601;2;0
43590954;1000873167537610800;63741746124818;(-0.212, -0.121, -0.291);(357.688, 14.555, 24.434);VALID;-0.0815202221274376, 0.184476286172867, 0.979450345039368;0, 0, 0;VALID;-0.0742319971323013, 0.184410989284515, 0.980041921138763;-0.0330438502132893, 0, 0;0.128442212939262;VALID;-0.0888040885329247, 0.184531703591347, 0.978806376457214;0.0330438502132893, 0, 0;0.137873962521553;2;0
43590955;1000873167547739900;63741746124818;(-0.212, -0.121, -0.291);(357.688, 14.555, 24.434);VALID;-0.0786639600992203, 0.182904928922653, 0.979978442192078;0, 0, 0;VALID;-0.0713409259915352, 0.182809218764305, 0.980556607246399;-0.0330438502132893, 0, 0;0.128605782985687;VALID;-0.0859827548265457, 0.182990774512291, 0.979347407817841;0.0330438502132893, 0, 0;0.137108460068703;2;0
43590956;1000873167557738200;63741746124834;(-0.213, -0.121, -0.291);(357.662, 14.368, 24.911);VALID;-0.0759201943874359, 0.180196553468704, 0.980696320533752;0, 0, 0;VALID;-0.0689221620559692, 0.180532917380333, 0.981151163578033;-0.0330438502132893, 0, 0;0.128376290202141;VALID;-0.0829144939780235, 0.179851293563843, 0.980193197727203;0.0330438502132893, 0, 0;0.138264685869217;2;0
43590957;1000873167567717500;63741746124834;(-0.213, -0.121, -0.291);(357.662, 14.368, 24.911);VALID;-0.0729385986924171, 0.177511855959892, 0.981411993503571;0, 0, 0;VALID;-0.0672339797019959, 0.177886709570885, 0.981751441955566;-0.0330438502132893, 0, 0;0.128791838884354;VALID;-0.0786408260464668, 0.177131190896034, 0.981040358543396;0.0330438502132893, 0, 0;0.137922838330269;2;0
43590958;1000873167577691500;63741746124851;(-0.215, -0.122, -0.290);(357.722, 14.173, 25.441);VALID;-0.0697583630681038, 0.174625441431999, 0.982160747051239;0, 0, 0;VALID;-0.0645529925823212, 0.175545409321785, 0.982352674007416;-0.0330438502132893, 0, 0;0.128900736570358;VALID;-0.0749617889523506, 0.173700600862503, 0.981941342353821;0.0330438502132893, 0, 0;0.138453409075737;2;0
43590959;1000873167587742900;63741746124868;(-0.216, -0.123, -0.289);(357.810, 13.966, 25.961);VALID;-0.0669571310281754, 0.171638324856758, 0.982882022857666;0, 0, 0;VALID;-0.0622587464749813, 0.172544836997986, 0.98303210735321;-0.0330438502132893, 0, 0;0.12880951166153;VALID;-0.0716539844870567, 0.170727893710136, 0.982709348201752;0.0330438502132893, 0, 0;0.138217344880104;2;0
43590960;1000873167597738700;63741746124868;(-0.216, -0.123, -0.289);(357.810, 13.966, 25.961);VALID;-0.0639069452881813, 0.169072151184082, 0.983529627323151;0, 0, 0;VALID;-0.0593226067721844, 0.169337242841721, 0.983771204948425;-0.0330438502132893, 0, 0;0.128360733389854;VALID;-0.0684899389743805, 0.168803468346596, 0.983267247676849;0.0330438502132893, 0, 0;0.138772591948509;2;0
43590961;1000873167607765700;63741746124884;(-0.217, -0.124, -0.289);(358.017, 13.792, 26.406);VALID;-0.0607368461787701, 0.167295962572098, 0.98403412103653;0, 0, 0;VALID;-0.0560361854732037, 0.167301937937737, 0.984311938285828;-0.0330438502132893, 0, 0;0.129069730639458;VALID;-0.0654361546039581, 0.167286291718483, 0.983734428882599;0.0330438502132893, 0, 0;0.139124795794487;2;0.0978144034743309
43590962;1000873167617804200;63741746124884;(-0.217, -0.124, -0.289);(358.017, 13.792, 26.406);VALID;-0.0575202405452728, 0.165395334362984, 0.984548509120941;0, 0, 0;VALID;-0.0533448532223701, 0.165090277791023, 0.984834790229797;-0.0330438502132893, 0, 0;0.129183307290077;VALID;-0.0616946183145046, 0.165697485208511, 0.9842449426651;0.0330438502132893, 0, 0;0.139320030808449;2;0.221052795648575
43590963;1000873167627869100;63741746124901;(-0.218, -0.125, -0.288);(358.341, 13.700, 26.797);VALID;-0.0537316687405109, 0.163818344473839, 0.985026121139526;0, 0, 0;VALID;-0.0497210919857025, 0.163033828139305, 0.985366821289063;-0.0330438502132893, 0, 0;0.129194021224976;VALID;-0.0577413439750671, 0.164600104093552, 0.984668850898743;0.0330438502132893, 0, 0;0.138600394129753;2;0.285733461380005
43590964;1000873167637880500;63741746124919;(-0.219, -0.126, -0.287);(358.749, 13.604, 27.191);VALID;-0.0555002205073833, 0.163620218634605, 0.984960973262787;0, 0, 0;VALID;-0.0526043400168419, 0.162251532077789, 0.985346257686615;-0.0330438502132893, 0, 0;0.131966888904572;VALID;-0.0583955235779285, 0.164987191557884, 0.984565496444702;0.0330438502132893, 0, 0;0.139747112989426;2;0.306789577007294
43590965;1000873167647853200;63741746124919;(-0.219, -0.126, -0.287);(358.749, 13.604, 27.191);VALID;-0.061870139092207, 0.166917905211449, 0.984027683734894;0, 0, 0;VALID;-0.0597269013524055, 0.165911018848419, 0.984330356121063;-0.0330438502132893, 0, 0;0.128116056323051;VALID;-0.0640130266547203, 0.167923852801323, 0.983719408512115;0.0330438502132893, 0, 0;0.140886813402176;2;0.234720811247826
43590966;1000873167657829300;63741746124935;(-0.220, -0.127, -0.287);(359.107, 13.472, 27.465);VALID;-0.0798051655292511, 0.183192223310471, 0.979832530021667;0, 0, 0;VALID;-0.0787153914570808, 0.186076611280441, 0.979377031326294;-0.0330438502132893, 0, 0;0.128494933247566;VALID;-0.0808941647410393, 0.180306047201157, 0.980278432369232;0.0330438502132893, 0, 0;0.140895202755928;2;0
43590967;1000873167667914400;63741746124935;(-0.220, -0.127, -0.287);(359.107, 13.472, 27.465);VALID;-0.102387398481369, 0.209099695086479, 0.97251945734024;0, 0, 0;VALID;-0.10307265073061, 0.218078374862671, 0.970472991466522;-0.0330438502132893, 0, 0;0.132422104477882;VALID;-0.101693421602249, 0.2001031935215, 0.974483013153076;0.0330438502132893, 0, 0;0.141155853867531;2;0
43590968;1000873167677987900;63741746124952;(-0.220, -0.128, -0.286);(359.421, 13.362, 27.573);VALID;-0.1248694434762, 0.233587816357613, 0.964284360408783;0, 0, 0;VALID;-0.124875538051128, 0.246860086917877, 0.960971474647522;-0.0330438502132893, 0, 0;0.13225145637989;VALID;-0.12483998388052, 0.220271855592728, 0.967416822910309;0.0330438502132893, 0, 0;0.139348164200783;2;0
43590969;1000873167687990000;63741746124970;(-0.221, -0.129, -0.285);(359.720, 13.288, 27.628);VALID;-0.139995947480202, 0.251912891864777, 0.957570374011993;0, 0, 0;VALID;-0.138781785964966, 0.265573471784592, 0.954049468040466;-0.0330438502132893, 0, 0;0.129714921116829;VALID;-0.141182035207748, 0.238201811909676, 0.960899353027344;0.0330438502132893, 0, 0;0.140052989125252;2;0
43590970;1000873167697988500;63741746124970;(-0.221, -0.129, -0.285);(359.720, 13.288, 27.628);VALID;-0.147008180618286, 0.265267431735992, 0.952901780605316;0, 0, 0;VALID;-0.142593815922737, 0.280403614044189, 0.949231684207916;-0.0330438502132893, 0, 0;0.128856718540192;VALID;-0.151384010910988, 0.250061720609665, 0.956322133541107;0.0330438502132893, 0, 0;0.139765053987503;2;0
43590971;1000873167708044200;63741746124988;(-0.221, -0.130, -0.285);(359.953, 13.204, 27.719);VALID;-0.14849554002285, 0.276637643575668, 0.949431777000427;0, 0, 0;VALID;-0.142218485474586, 0.292309492826462, 0.945689737796783;-0.0330438502132893, 0, 0;0.131203696131706;VALID;-0.154728174209595, 0.260883063077927, 0.952889919281006;0.0330438502132893, 0, 0;0.139362394809723;2;0
43590972;1000873167717933300;63741746124988;(-0.221, -0.130, -0.285);(359.953, 13.204, 27.719);VALID;-0.148240581154823, 0.284049570560455, 0.947280585765839;0, 0, 0;VALID;-0.140935376286507, 0.301064193248749, 0.943131804466248;-0.0330438502132893, 0, 0;0.131350964307785;VALID;-0.155492424964905, 0.26693269610405, 0.95108836889267;0.0330438502132893, 0, 0;0.140224203467369;2;0
43590973;1000873167728053800;63741746125004;(-0.222, -0.130, -0.284);(0.152, 13.088, 27.726);VALID;-0.147903695702553, 0.289750546216965, 0.945605158805847;0, 0, 0;VALID;-0.139811307191849, 0.307061463594437, 0.941363930702209;-0.0330438502132893, 0, 0;0.131705015897751;VALID;-0.155939415097237, 0.272328644990921, 0.949484050273895;0.0330438502132893, 0, 0;0.140714287757874;2;0
43590974;1000873167738146200;63741746125004;(-0.222, -0.130, -0.284);(0.152, 13.088, 27.726);VALID;-0.147321850061417, 0.293668925762177, 0.944486558437347;0, 0, 0;VALID;-0.138302102684975, 0.311691462993622, 0.940064311027527;-0.0330438502132893, 0, 0;0.131484538316727;VALID;-0.156278878450394, 0.275521367788315, 0.948506653308868;0.0330438502132893, 0, 0;0.142000690102577;2;0
43590975;1000873167748119600;63741746125020;(-0.222, -0.130, -0.284);(0.301, 12.936, 27.669);VALID;-0.146549612283707, 0.29613184928894, 0.943837463855743;0, 0, 0;VALID;-0.136902779340744, 0.315654098987579, 0.938946306705475;-0.0330438502132893, 0, 0;0.131285801529884;VALID;-0.156123444437981, 0.276462137699127, 0.948258519172668;0.0330438502132893, 0, 0;0.141700014472008;2;0
43590976;1000873167758061200;63741746125037;(-0.222, -0.131, -0.283);(0.453, 12.801, 27.647);VALID;-0.14573547244072, 0.298804074525833, 0.943121016025543;0, 0, 0;VALID;-0.135561063885689, 0.318850547075272, 0.938060522079468;-0.0330438502132893, 0, 0;0.13213187456131;VALID;-0.155832499265671, 0.278598964214325, 0.947680771350861;0.0330438502132893, 0, 0;0.142663016915321;2;0
43590977;1000873167768128400;63741746125037;(-0.222, -0.131, -0.283);(0.453, 12.801, 27.647);VALID;-0.144845694303513, 0.299960821866989, 0.942890882492065;0, 0, 0;VALID;-0.134195014834404, 0.320144146680832, 0.937816321849823;-0.0330438502132893, 0, 0;0.13205461204052;VALID;-0.155417218804359, 0.279613554477692, 0.94745010137558;0.0330438502132893, 0, 0;0.142446279525757;2;0
43590978;1000873167778138500;63741746125054;(-0.222, -0.131, -0.283);(0.627, 12.636, 27.675);VALID;-0.143744289875031, 0.301831692457199, 0.94246232509613;0, 0, 0;VALID;-0.132881537079811, 0.32236447930336, 0.937242567539215;-0.0330438502132893, 0, 0;0.132168874144554;VALID;-0.154525578022003, 0.28112781047821, 0.947147846221924;0.0330438502132893, 0, 0;0.14326399564743;2;0
43590979;1000873167788131800;63741746125054;(-0.222, -0.131, -0.283);(0.627, 12.636, 27.675);VALID;-0.142634078860283, 0.303726881742477, 0.942022025585175;0, 0, 0;VALID;-0.131759658455849, 0.324400365352631, 0.936698317527771;-0.0330438502132893, 0, 0;0.132045269012451;VALID;-0.153426632285118, 0.282879054546356, 0.946805000305176;0.0330438502132893, 0, 0;0.143330425024033;2;0
43590980;1000873167798125200;63741746125070;(-0.222, -0.131, -0.282);(0.802, 12.479, 27.594);VALID;-0.141676664352417, 0.305003970861435, 0.94175386428833;0, 0, 0;VALID;-0.130837067961693, 0.324847847223282, 0.936672568321228;-0.0330438502132893, 0, 0;0.133067965507507;VALID;-0.152440160512924, 0.284996271133423, 0.946329295635223;0.0330438502132893, 0, 0;0.143375441431999;2;0
43590981;1000873167808247700;63741746125087;(-0.221, -0.131, -0.282);(0.899, 12.378, 27.453);VALID;-0.140375137329102, 0.306848078966141, 0.941349625587463;0, 0, 0;VALID;-0.129528686404228, 0.326042205095291, 0.936439454555511;-0.0330438502132893, 0, 0;0.133415758609772;VALID;-0.151149973273277, 0.28749743103981, 0.945779502391815;0.0330438502132893, 0, 0;0.143341988325119;2;0
43590982;1000873167818211600;63741746125087;(-0.221, -0.131, -0.282);(0.899, 12.378, 27.453);VALID;-0.139324367046356, 0.307997047901154, 0.941130459308624;0, 0, 0;VALID;-0.128220066428185, 0.326822429895401, 0.936347544193268;-0.0330438502132893, 0, 0;0.133786335587502;VALID;-0.150358915328979, 0.289017498493195, 0.945442259311676;0.0330438502132893, 0, 0;0.144454509019852;2;0
43590983;1000873167828249900;63741746125104;(-0.221, -0.131, -0.282);(0.939, 12.289, 27.355);VALID;-0.138090282678604, 0.308991193771362, 0.940986454486847;0, 0, 0;VALID;-0.126484110951424, 0.327915042638779, 0.936201632022858;-0.0330438502132893, 0, 0;0.133795753121376;VALID;-0.149625226855278, 0.289907991886139, 0.94528603553772;0.0330438502132893, 0, 0;0.145095109939575;2;0
43590984;1000873167838252600;63741746125104;(-0.221, -0.131, -0.282);(0.939, 12.289, 27.355);VALID;-0.136194542050362, 0.30974492430687, 0.94101494550705;0, 0, 0;VALID;-0.123770266771317, 0.32860791683197, 0.936321377754211;-0.0330438502132893, 0, 0;0.134509265422821;VALID;-0.14854633808136, 0.290717095136642, 0.94520765542984;0.0330438502132893, 0, 0;0.145072892308235;2;0
43590985;1000873167848222400;63741746125120;(-0.221, -0.130, -0.281);(0.959, 12.225, 27.294);VALID;-0.134223967790604, 0.310116410255432, 0.941175699234009;0, 0, 0;VALID;-0.121109694242477, 0.328745543956757, 0.936620950698853;-0.0330438502132893, 0, 0;0.134771406650543;VALID;-0.147265791893005, 0.291319876909256, 0.945222496986389;0.0330438502132893, 0, 0;0.14506134390831;2;0
43590986;1000873167858211400;63741746125137;(-0.220, -0.130, -0.281);(0.994, 12.209, 27.161);VALID;-0.132521033287048, 0.310262799263, 0.941368758678436;0, 0, 0;VALID;-0.118741109967232, 0.328974843025208, 0.936843693256378;-0.0330438502132893, 0, 0;0.134864464402199;VALID;-0.146226689219475, 0.291376888751984, 0.945366203784943;0.0330438502132893, 0, 0;0.145755723118782;2;0
43590987;1000873167868370200;63741746125137;(-0.220, -0.130, -0.281);(0.994, 12.209, 27.161);VALID;-0.130736649036407, 0.310287117958069, 0.941610217094421;0, 0, 0;VALID;-0.116528294980526, 0.328750133514404, 0.937200367450714;-0.0330438502132893, 0, 0;0.135242789983749;VALID;-0.144871518015862, 0.291649699211121, 0.945490717887878;0.0330438502132893, 0, 0;0.145913556218147;2;0
43590988;1000873167878367800;63741746125153;(-0.219, -0.130, -0.281);(1.009, 12.262, 26.976);VALID;-0.128938123583794, 0.310389429330826, 0.941824495792389;0, 0, 0;VALID;-0.114680588245392, 0.328648835420609, 0.937463760375977;-0.0330438502132893, 0, 0;0.13518725335598;VALID;-0.143123999238014, 0.291957557201386, 0.945661842823029;0.0330438502132893, 0, 0;0.1424939930439;2;0.197213873267174
